date,species,year,biogeo,canton,river,lot,forest,project,city,rch,rmp,rju,fam,res,pri,inv,ode,ns,ongen,ni,cdf,biel,locname,loc_date
2020-08-04,cichorium-intybus,1,mp,be,suze,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-04')"
2020-08-04,geranium-robertianum,1,mp,be,suze,X,X,X,biel,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-04')"
2020-08-04,urtica-dioica,1,mp,be,suze,X,X,X,biel,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-04')"
2020-08-04,sambucus-nigra,1,mp,be,suze,X,X,X,biel,LC,LC,LC,Adoxaceae,X,X,X,X,X,X,X,cdf,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-04')"
2020-08-07,geranium-pyrenaicum,1,mp,be,suze,X,X,X,biel,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-07')"
2020-08-07,melilotus-albus,1,mp,be,suze,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,X,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-07')"
2020-08-07,echium-vulgare,1,mp,be,suze,X,X,X,biel,LC,LC,LC,Boraginaceae,X,X,X,X,X,X,X,X,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-07')"
2020-08-07,senecio-inaequidens,1,mp,be,suze,X,X,X,biel,X,X,X,X,X,X,BL,ODE,X,X,X,X,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-07')"
2020-08-07,lavandula-angustifolia,1,mp,be,suze,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-07')"
2020-08-07,trifolium-pratense,1,mp,be,suze,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-07')"
2020-08-07,daucus-carota,1,mp,be,suze,X,X,X,biel,LC,LC,LC,Apiaceae,X,X,X,X,X,X,X,cdf,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-07')"
2020-08-07,clematis-vitalba,1,mp,be,suze,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,X,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-07')"
2020-08-07,hypericum-perforatum,1,mp,be,suze,X,X,X,biel,LC,LC,LC,Hypericaceae,X,X,X,X,X,X,X,cdf,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-07')"
2020-08-07,eupatorium-cannabinum,1,mp,be,suze,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-07')"
2020-08-07,solidago-canadensis,1,mp,be,suze,X,X,X,biel,X,X,X,X,X,X,BL,ODE,X,X,X,cdf,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-07')"
2020-08-07,epilobium-dodonaei,1,mp,be,suze,X,X,X,biel,NT,NT,NT,Onagraceae,X,X,X,X,X,X,X,cdf,biel,buerenstrasse-suze-5,"('buerenstrasse-suze-5', '2020-08-07')"
2020-09-03,cornus-sanguinea,1,mp,be,suze,X,X,X,biel,LC,LC,LC,Cornaceae,X,X,X,X,X,X,X,cdf,biel,buren-3,"('buren-3', '2020-09-03')"
2020-09-03,rubus,1,mp,be,suze,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,buren-3,"('buren-3', '2020-09-03')"
2020-09-03,rubus-armeniacus,1,mp,be,suze,X,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,X,biel,buren-3,"('buren-3', '2020-09-03')"
2020-09-03,erigeron-annuus,1,mp,be,suze,X,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,buren-3,"('buren-3', '2020-09-03')"
2020-09-28,knautia-arvensis,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Caprifoliaceae,X,X,X,X,X,X,X,cdf,biel,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,polygonum-aviculare,1,mp,be,madretschkanal,X,X,X,biel,LC,NE,NE,Polygonaceae,X,X,X,X,X,X,X,cdf,biel,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,trifolium-pratense,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,rubus,1,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,lamium-maculatum,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,sonchus-oleraceus,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,mentha-spicata,1,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,galeopsis-tetrahit,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,galium-mollugo,1,mp,be,madretschkanal,X,X,X,biel,LC,DD,DD,Rubiaceae,X,X,X,X,X,X,X,cdf,biel,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,cornus-sanguinea,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Cornaceae,X,X,X,X,X,X,X,cdf,biel,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,urtica-dioica,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,artemisia-vulgaris,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,erigeron-annuus,1,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,cff-lot-1,"('cff-lot-1', '2020-09-28')"
2020-09-28,medicago-lupulina,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-4,"('holunderweg-madretschkanal-4', '2020-09-28')"
2020-09-28,parthenocissus-quinquefolia,1,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,biel,holunderweg-madretschkanal-4,"('holunderweg-madretschkanal-4', '2020-09-28')"
2020-09-28,medicago-sativa,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-4,"('holunderweg-madretschkanal-4', '2020-09-28')"
2020-09-28,galium-mollugo,1,mp,be,madretschkanal,X,X,X,biel,LC,DD,DD,Rubiaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-4,"('holunderweg-madretschkanal-4', '2020-09-28')"
2020-09-28,malus-sylvestris,1,mp,be,madretschkanal,X,X,X,biel,NT,NT,NT,Rosaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-4,"('holunderweg-madretschkanal-4', '2020-09-28')"
2020-09-28,rubus,1,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,holunderweg-madretschkanal-4,"('holunderweg-madretschkanal-4', '2020-09-28')"
2020-09-28,eupatorium-cannabinum,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,holunderweg-madretschkanal-4,"('holunderweg-madretschkanal-4', '2020-09-28')"
2020-09-28,erigeron-annuus,1,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,holunderweg-madretschkanal-4,"('holunderweg-madretschkanal-4', '2020-09-28')"
2020-09-28,trifolium-pratense,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-4,"('holunderweg-madretschkanal-4', '2020-09-28')"
2020-09-28,solidago-canadensis,1,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,BL,ODE,X,X,X,cdf,biel,holunderweg-madretschkanal-4,"('holunderweg-madretschkanal-4', '2020-09-28')"
2020-09-11,borkhausenia-intermedia,1,mp,be,madretschkanal,X,X,X,biel,,,,,,,,,,,,,,holunderweg-madretschkanal-7,"('holunderweg-madretschkanal-7', '2020-09-11')"
2020-09-11,calystegia-sepium,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Convolvulaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-7,"('holunderweg-madretschkanal-7', '2020-09-11')"
2020-09-11,epilobium-hirsutum,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Onagraceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-7,"('holunderweg-madretschkanal-7', '2020-09-11')"
2020-09-11,solidago-canadensis,1,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,BL,ODE,X,X,X,cdf,biel,holunderweg-madretschkanal-7,"('holunderweg-madretschkanal-7', '2020-09-11')"
2020-09-11,solanum-nigrum,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Solanaceae,X,X,X,X,X,X,X,X,biel,holunderweg-madretschkanal-7,"('holunderweg-madretschkanal-7', '2020-09-11')"
2020-09-11,malva-neglecta,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Malvaceae,X,X,X,X,X,X,X,X,biel,holunderweg-madretschkanal-7,"('holunderweg-madretschkanal-7', '2020-09-11')"
2020-09-11,urtica-dioica,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-7,"('holunderweg-madretschkanal-7', '2020-09-11')"
2020-09-11,chenopodium-album,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Amaranthaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-7,"('holunderweg-madretschkanal-7', '2020-09-11')"
2020-09-11,erodium-cicutarium,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,X,biel,holunderweg-madretschkanal-7,"('holunderweg-madretschkanal-7', '2020-09-11')"
2020-07-28,malva-neglecta,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Malvaceae,X,X,X,X,X,X,X,X,biel,holunderweg-madretschkanal-6,"('holunderweg-madretschkanal-6', '2020-07-28')"
2020-07-28,alcea-rosea,1,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,holunderweg-madretschkanal-6,"('holunderweg-madretschkanal-6', '2020-07-28')"
2020-07-31,arctium-minus,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,holunderweg-madretschkanal-6,"('holunderweg-madretschkanal-6', '2020-07-31')"
2020-07-31,carduus-crispus,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,holunderweg-madretschkanal-6,"('holunderweg-madretschkanal-6', '2020-07-31')"
2020-07-31,carduus-crispus,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,holunderweg-madretschkanal-6,"('holunderweg-madretschkanal-6', '2020-07-31')"
2020-07-31,convolvulus-arvensis,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Convolvulaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-6,"('holunderweg-madretschkanal-6', '2020-07-31')"
2020-07-31,oxalis-dillenii,1,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,holunderweg-madretschkanal-6,"('holunderweg-madretschkanal-6', '2020-07-31')"
2020-07-31,sambucus-nigra,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Adoxaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-6,"('holunderweg-madretschkanal-6', '2020-07-31')"
2020-07-31,crataegus-monogyna,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-6,"('holunderweg-madretschkanal-6', '2020-07-31')"
2020-08-07,epilobium-hirsutum,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Onagraceae,X,X,X,X,X,X,X,cdf,biel,cff-path-3,"('cff-path-3', '2020-08-07')"
2020-08-07,erigeron-annuus,1,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,cff-path-3,"('cff-path-3', '2020-08-07')"
2020-08-07,geranium-pyrenaicum,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel,cff-path-3,"('cff-path-3', '2020-08-07')"
2020-08-07,medicago-lupulina,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,cff-path-3,"('cff-path-3', '2020-08-07')"
2020-08-07,robinia-pseudoacacia,1,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,X,biel,cff-path-3,"('cff-path-3', '2020-08-07')"
2020-08-07,solanum-nigrum,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Solanaceae,X,X,X,X,X,X,X,X,biel,cff-path-3,"('cff-path-3', '2020-08-07')"
2020-08-07,urtica-dioica,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel,cff-path-3,"('cff-path-3', '2020-08-07')"
2020-09-02,erigeron-annuus,1,mp,be,schuessinsel,none,none,renat-suze,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,centaurea-scabiosa,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,campanula-rotundifolia,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Campanulaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,daucus-carota,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Apiaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,vicia-cracca,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,mentha-spicata,1,mp,be,schuessinsel,none,none,renat-suze,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,lycopus-europaeus,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,verbascum-thapsus,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Scrophulariaceae,X,X,X,X,X,X,X,X,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,leucanthemum-vulgare,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,geranium-pyrenaicum,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,solidago-canadensis,1,mp,be,schuessinsel,none,none,renat-suze,biel,X,X,X,X,X,X,BL,ODE,X,X,X,cdf,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,melilotus-albus,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,X,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,erigeron-annuus,1,mp,be,schuessinsel,none,none,renat-suze,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,erigeron-canadensis,1,mp,be,schuessinsel,none,none,renat-suze,biel,,,,,,,,,,,,,,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,medicago-sativa,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,leucanthemum-vulgare,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,trifolium-repens,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,trifolium-pratense,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-09-02,lotus-corniculatus,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-kanal-6,"('schuessinsel-kanal-6', '2020-09-02')"
2020-08-30,trifolium-repens,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,centaurea-jacea,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,2.0,3.0,X,X,X,X,X,cdf,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,cichorium-intybus,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,petrorhagia-saxifraga,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,NT,NT,Caryophyllaceae,X,X,X,X,X,X,X,cdf,X,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,achillea-millefolium,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,cirsium-arvense,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,erigeron-canadensis,1,mp,be,schuessinsel,none,none,renat-suze,biel,,,,,,,,,,,,,,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,centaurea-scabiosa,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,lotus-corniculatus,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,cirsium-vulgare,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,tripleurospermum-inodorum,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,knautia-arvensis,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Caprifoliaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,centaurea-jacea,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,2.0,3.0,X,X,X,X,X,cdf,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,trifolium-pratense,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,trifolium-pratense,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,erigeron-annuus,1,mp,be,schuessinsel,none,none,renat-suze,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,leucanthemum-vulgare,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,silene-pratensis,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,X,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,galium-mollugo,1,mp,be,schuessinsel,none,none,renat-suze,biel,LC,DD,DD,Rubiaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-08-30,medicago-varia,1,mp,be,schuessinsel,none,none,renat-suze,biel,,,,,,,,,,,,,,schuessinsel-suze-7,"('schuessinsel-suze-7', '2020-08-30')"
2020-07-28,heracleum-sphondylium,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Apiaceae,3.0,4.0,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2020-07-28')"
2020-07-28,bryonia-dioica,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Cucurbitaceae,X,X,X,X,X,X,X,X,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2020-07-28')"
2020-07-28,geranium-molle,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,X,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2020-07-28')"
2020-07-28,geum-urbanum,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2020-07-28')"
2020-07-28,urtica-dioica,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2020-07-28')"
2020-07-28,cornus-sanguinea,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Cornaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2020-07-28')"
2020-07-28,buddleja-davidii,1,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2020-07-28')"
2020-07-28,daucus-carota,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Apiaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2020-07-28')"
2020-07-28,erigeron-annuus,1,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2020-07-28')"
2020-07-28,verbena-officinalis,1,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Verbenaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2020-07-28')"
2020-09-15,lythrum-salicaria,1,mp,ne,neuenburgersee,X,X,X,region six,LC,LC,LC,Lythraceae,X,X,X,X,X,X,X,X,biel,cheyres-path,"('cheyres-path', '2020-09-15')"
2020-09-15,eupatorium-cannabinum,1,mp,ne,neuenburgersee,X,X,X,region six,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,cheyres-path,"('cheyres-path', '2020-09-15')"
2020-09-15,viburnum-opulus,1,mp,ne,neuenburgersee,X,X,X,region six,LC,LC,LC,Adoxaceae,X,X,X,X,X,X,X,cdf,biel,cheyres-path,"('cheyres-path', '2020-09-15')"
2020-09-15,rubus-caesius,1,mp,ne,neuenburgersee,X,X,X,region six,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,cheyres-path,"('cheyres-path', '2020-09-15')"
2020-09-15,calystegia-sepium,1,mp,ne,neuenburgersee,X,X,X,region six,LC,LC,LC,Convolvulaceae,X,X,X,X,X,X,X,cdf,biel,cheyres-path,"('cheyres-path', '2020-09-15')"
2020-09-15,stachys-palustris,1,mp,ne,neuenburgersee,X,X,X,region six,LC,NT,NT,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,cheyres-path,"('cheyres-path', '2020-09-15')"
2020-09-15,lycopus-europaeus,1,mp,ne,neuenburgersee,X,X,X,region six,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,cheyres-reserve,"('cheyres-reserve', '2020-09-15')"
2020-09-15,chenopodium-album,1,mp,ne,neuenburgersee,X,X,X,region six,LC,LC,LC,Amaranthaceae,X,X,X,X,X,X,X,cdf,biel,cheyres-reserve,"('cheyres-reserve', '2020-09-15')"
