,date,place,species,year,loc_date,location,place_copy,places,places1,rch,rmp,rju,fam,res,pri,inv,ode,ns,ongen,ni,cdf,biel
3718,2012-1--20,mettmoos-field-1,lamium-purpureum,2,"('mettmoos-field-1', '2012-1--20')",a,mettmoos-field-1,mettmoos-field-1,mettmoos-field-1,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
3719,2012-1--20,mettmoos-field-1,cardamine-flexuosa,2,"('mettmoos-field-1', '2012-1--20')",a,mettmoos-field-1,mettmoos-field-1,mettmoos-field-1,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3720,2012-1--20,mettmoos-field-1,erophila-verna,2,"('mettmoos-field-1', '2012-1--20')",a,mettmoos-field-1,mettmoos-field-1,mettmoos-field-1,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3721,2012-1--20,mettmoos-field-1,salix-caprea,2,"('mettmoos-field-1', '2012-1--20')",a,mettmoos-field-1,mettmoos-field-1,mettmoos-field-1,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel
3722,2012-1--20,mettmoos-field-1,primula-acaulis,2,"('mettmoos-field-1', '2012-1--20')",a,mettmoos-field-1,mettmoos-field-1,mettmoos-field-1,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel
3723,2012-1--20,laengholz-forest-11,anemone-nemorosa,2,"('laengholz-forest-11', '2012-1--20')",c,laengholz-forest-11,laengholz-forest-11,laengholz-forest-11,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3724,2012-1--20,laengholz-forest-11,ranunculus-ficaria,2,"('laengholz-forest-11', '2012-1--20')",c,laengholz-forest-11,laengholz-forest-11,laengholz-forest-11,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3725,2012-1--20,laengholz-forest-1,tussilago-farfara,2,"('laengholz-forest-1', '2012-1--20')",a,laengholz-forest-1,laengholz-forest-1,laengholz-forest-1,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3726,2012-1--20,laengholz-forest-1,veronica-persica,2,"('laengholz-forest-1', '2012-1--20')",a,laengholz-forest-1,laengholz-forest-1,laengholz-forest-1,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3727,2012-1--20,laengholz-forest-1,veronica-hederifolia,2,"('laengholz-forest-1', '2012-1--20')",a,laengholz-forest-1,laengholz-forest-1,laengholz-forest-1,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
3728,2012-1--20,laengholz-forest-1,stellaria-media,2,"('laengholz-forest-1', '2012-1--20')",a,laengholz-forest-1,laengholz-forest-1,laengholz-forest-1,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel
3729,2012-1--20,laengholz-forest-1,lamium-purpureum,2,"('laengholz-forest-1', '2012-1--20')",a,laengholz-forest-1,laengholz-forest-1,laengholz-forest-1,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
3730,2012-1--20,laengholz-forest-1,capsella-bursa-pastoris,2,"('laengholz-forest-1', '2012-1--20')",a,laengholz-forest-1,laengholz-forest-1,laengholz-forest-1,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3731,2012-1--20,laengholz-forest-1,cardamine-hirsuta,2,"('laengholz-forest-1', '2012-1--20')",a,laengholz-forest-1,laengholz-forest-1,laengholz-forest-1,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
3732,2012-1--20,neumatt-field-1,glechoma-hederacea,2,"('neumatt-field-1', '2012-1--20')",c,neumatt-field-1,neumatt-field-1,neumatt-field-1,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
3733,2012-1--20,neumatt-field-1,veronica-persica,2,"('neumatt-field-1', '2012-1--20')",c,neumatt-field-1,neumatt-field-1,neumatt-field-1,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3734,2012-1--20,neumatt-field-1,tussilago-farfara,2,"('neumatt-field-1', '2012-1--20')",c,neumatt-field-1,neumatt-field-1,neumatt-field-1,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3735,2012-1--20,neumatt-stream-1,tussilago-farfara,2,"('neumatt-stream-1', '2012-1--20')",c,neumatt-stream-1,neumatt-stream-1,neumatt-stream-1,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3736,2012-1--20,neumatt-stream-1,veronica-persica,2,"('neumatt-stream-1', '2012-1--20')",c,neumatt-stream-1,neumatt-stream-1,neumatt-stream-1,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3737,2012-1--20,neumatt-stream-1,lamium-purpureum,2,"('neumatt-stream-1', '2012-1--20')",c,neumatt-stream-1,neumatt-stream-1,neumatt-stream-1,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
3738,2012-1--20,neumatt-stream-1,capsella-bursa-pastoris,2,"('neumatt-stream-1', '2012-1--20')",c,neumatt-stream-1,neumatt-stream-1,neumatt-stream-1,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3739,2012-1--20,neumatt-stream-1,cardamine-hirsuta,2,"('neumatt-stream-1', '2012-1--20')",c,neumatt-stream-1,neumatt-stream-1,neumatt-stream-1,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
3740,2012-1--20,neumatt-stream-2,tussilago-farfara,2,"('neumatt-stream-2', '2012-1--20')",b,neumatt-stream-2,neumatt-stream-2,neumatt-stream-2,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3741,2012-1--20,neumatt-stream-2,veronica-persica,2,"('neumatt-stream-2', '2012-1--20')",b,neumatt-stream-2,neumatt-stream-2,neumatt-stream-2,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3742,2012-1--20,neumatt-stream-2,lamium-purpureum,2,"('neumatt-stream-2', '2012-1--20')",b,neumatt-stream-2,neumatt-stream-2,neumatt-stream-2,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
3743,2012-1--20,neumatt-stream-2,capsella-bursa-pastoris,2,"('neumatt-stream-2', '2012-1--20')",b,neumatt-stream-2,neumatt-stream-2,neumatt-stream-2,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3744,2012-1--20,neumatt-stream-2,cardamine-hirsuta,2,"('neumatt-stream-2', '2012-1--20')",b,neumatt-stream-2,neumatt-stream-2,neumatt-stream-2,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
3745,2012-1--20,neumatt-stream-2,salix-caprea,2,"('neumatt-stream-2', '2012-1--20')",b,neumatt-stream-2,neumatt-stream-2,neumatt-stream-2,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel
3746,2012-1--20,laengholz-forest-12,cornus-mas,2,"('laengholz-forest-12', '2012-1--20')",a,laengholz-forest-12,laengholz-forest-12,laengholz-forest-12,LC,NT,NT,Cornaceae,X,X,X,X,X,X,X,cdf,biel
3747,2012-1--20,laengholz-forest-12,ranunculus-ficaria,2,"('laengholz-forest-12', '2012-1--20')",a,laengholz-forest-12,laengholz-forest-12,laengholz-forest-12,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3748,2012-1--20,laengholz-forest-12,viola-odorata,2,"('laengholz-forest-12', '2012-1--20')",a,laengholz-forest-12,laengholz-forest-12,laengholz-forest-12,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel
3749,2012-1--20,laengholz-forest-12,anemone-nemorosa,2,"('laengholz-forest-12', '2012-1--20')",a,laengholz-forest-12,laengholz-forest-12,laengholz-forest-12,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3750,2012-1--20,laengholz-forest-12,corydalis-cava,2,"('laengholz-forest-12', '2012-1--20')",a,laengholz-forest-12,laengholz-forest-12,laengholz-forest-12,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel
3751,2012-1--20,laengholz-forest-12,cardamine-hirsuta,2,"('laengholz-forest-12', '2012-1--20')",a,laengholz-forest-12,laengholz-forest-12,laengholz-forest-12,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
3752,2012-1--20,laengholz-forest-13,anemone-nemorosa,2,"('laengholz-forest-13', '2012-1--20')",c,laengholz-forest-13,laengholz-forest-13,laengholz-forest-13,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3753,2012-1--20,laengholz-forest-13,corydalis-cava,2,"('laengholz-forest-13', '2012-1--20')",c,laengholz-forest-13,laengholz-forest-13,laengholz-forest-13,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel
3754,2012-1--20,laengholz-forest-13,ranunculus-ficaria,2,"('laengholz-forest-13', '2012-1--20')",c,laengholz-forest-13,laengholz-forest-13,laengholz-forest-13,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3755,2012-1--20,laengholz-forest-13,cardamine-flexuosa,2,"('laengholz-forest-13', '2012-1--20')",c,laengholz-forest-13,laengholz-forest-13,laengholz-forest-13,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3756,2012-1--20,laengholz-forest-13,salix-caprea,2,"('laengholz-forest-13', '2012-1--20')",c,laengholz-forest-13,laengholz-forest-13,laengholz-forest-13,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel
3757,2012-1--20,laengholz-forest-14,salix-caprea,2,"('laengholz-forest-14', '2012-1--20')",b,laengholz-forest-14,laengholz-forest-14,laengholz-forest-14,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel
3758,2012-1--20,laengholz-forest-14,anemone-nemorosa,2,"('laengholz-forest-14', '2012-1--20')",b,laengholz-forest-14,laengholz-forest-14,laengholz-forest-14,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3759,2012-1--20,laengholz-forest-14,corydalis-cava,2,"('laengholz-forest-14', '2012-1--20')",b,laengholz-forest-14,laengholz-forest-14,laengholz-forest-14,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel
3760,2012-1--20,laengholz-forest-14,ranunculus-ficaria,2,"('laengholz-forest-14', '2012-1--20')",b,laengholz-forest-14,laengholz-forest-14,laengholz-forest-14,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3761,2012-1--20,laengholz-forest-14,cardamine-hirsuta,2,"('laengholz-forest-14', '2012-1--20')",b,laengholz-forest-14,laengholz-forest-14,laengholz-forest-14,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
3762,2012-1--20,vorhoelzli-forest-2,primula-elatior,2,"('vorhoelzli-forest-2', '2012-1--20')",c,vorhoelzli-forest-2,vorhoelzli-forest-2,vorhoelzli-forest-2,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,cdf,biel
3763,2012-1--20,vorhoelzli-forest-2,ranunculus-ficaria,2,"('vorhoelzli-forest-2', '2012-1--20')",c,vorhoelzli-forest-2,vorhoelzli-forest-2,vorhoelzli-forest-2,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3764,2012-1--20,vorhoelzli-forest-2,veronica-hederifolia,2,"('vorhoelzli-forest-2', '2012-1--20')",c,vorhoelzli-forest-2,vorhoelzli-forest-2,vorhoelzli-forest-2,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
3765,2012-1--20,vorhoelzli-forest-2,anemone-nemorosa,2,"('vorhoelzli-forest-2', '2012-1--20')",c,vorhoelzli-forest-2,vorhoelzli-forest-2,vorhoelzli-forest-2,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3766,2012-1--20,vorhoelzli-forest-2,potentilla-sterilis,2,"('vorhoelzli-forest-2', '2012-1--20')",c,vorhoelzli-forest-2,vorhoelzli-forest-2,vorhoelzli-forest-2,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
3767,2012-1--20,vorhoelzli-forest-2,salix-caprea,2,"('vorhoelzli-forest-2', '2012-1--20')",c,vorhoelzli-forest-2,vorhoelzli-forest-2,vorhoelzli-forest-2,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel
3768,2012-1--20,vorhoelzli-forest-2,tussilago-farfara,2,"('vorhoelzli-forest-2', '2012-1--20')",c,vorhoelzli-forest-2,vorhoelzli-forest-2,vorhoelzli-forest-2,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3769,2012-1--20,vorhoelzli-forest-2,veronica-persica,2,"('vorhoelzli-forest-2', '2012-1--20')",c,vorhoelzli-forest-2,vorhoelzli-forest-2,vorhoelzli-forest-2,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3770,2012-1--20,vorhoelzli-forest-3,pulmonaria-obscura,2,"('vorhoelzli-forest-3', '2012-1--20')",a,vorhoelzli-forest-3,vorhoelzli-forest-3,vorhoelzli-forest-3,LC,LC,LC,Boraginaceae,X,X,X,X,X,X,X,X,biel
3771,2012-1--20,vorhoelzli-forest-3,tussilago-farfara,2,"('vorhoelzli-forest-3', '2012-1--20')",a,vorhoelzli-forest-3,vorhoelzli-forest-3,vorhoelzli-forest-3,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3772,2012-1--20,vorhoelzli-forest-3,potentilla-sterilis,2,"('vorhoelzli-forest-3', '2012-1--20')",a,vorhoelzli-forest-3,vorhoelzli-forest-3,vorhoelzli-forest-3,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
3773,2012-1--20,vorhoelzli-forest-3,anemone-nemorosa,2,"('vorhoelzli-forest-3', '2012-1--20')",a,vorhoelzli-forest-3,vorhoelzli-forest-3,vorhoelzli-forest-3,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3774,2012-1--20,vorhoelzli-forest-3,salix-caprea,2,"('vorhoelzli-forest-3', '2012-1--20')",a,vorhoelzli-forest-3,vorhoelzli-forest-3,vorhoelzli-forest-3,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel
3775,2012-1--20,vorhoelzli-forest-3,ranunculus-ficaria,2,"('vorhoelzli-forest-3', '2012-1--20')",a,vorhoelzli-forest-3,vorhoelzli-forest-3,vorhoelzli-forest-3,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3776,2012-1--20,vorhoelzli-forest-3,veronica-persica,2,"('vorhoelzli-forest-3', '2012-1--20')",a,vorhoelzli-forest-3,vorhoelzli-forest-3,vorhoelzli-forest-3,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3777,2012-1--20,vorhoelzli-forest-1,tussilago-farfara,2,"('vorhoelzli-forest-1', '2012-1--20')",a,vorhoelzli-forest-1,vorhoelzli-forest-1,vorhoelzli-forest-1,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3778,2012-1--20,vorhoelzli-forest-1,veronica-hederifolia,2,"('vorhoelzli-forest-1', '2012-1--20')",a,vorhoelzli-forest-1,vorhoelzli-forest-1,vorhoelzli-forest-1,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
3779,2012-1--20,vorhoelzli-forest-1,anemone-nemorosa,2,"('vorhoelzli-forest-1', '2012-1--20')",a,vorhoelzli-forest-1,vorhoelzli-forest-1,vorhoelzli-forest-1,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3780,2012-1--20,vorhoelzli-forest-1,tussilago-farfara,2,"('vorhoelzli-forest-1', '2012-1--20')",a,vorhoelzli-forest-1,vorhoelzli-forest-1,vorhoelzli-forest-1,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3781,2012-1--20,vorhoelzli-forest-1,salix-caprea,2,"('vorhoelzli-forest-1', '2012-1--20')",a,vorhoelzli-forest-1,vorhoelzli-forest-1,vorhoelzli-forest-1,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel
3782,2012-1--20,vorhoelzli-forest-5,salix-caprea,2,"('vorhoelzli-forest-5', '2012-1--20')",b,vorhoelzli-forest-5,vorhoelzli-forest-5,vorhoelzli-forest-5,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel
3783,2018-1--20,zuerichstrasse-leugene-1,tussilago-farfara,2,"('zuerichstrasse-leugene-1', '2018-1--20')",b,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3784,2018-1--20,zuerichstrasse-leugene-1,cornus-mas,2,"('zuerichstrasse-leugene-1', '2018-1--20')",b,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,LC,NT,NT,Cornaceae,X,X,X,X,X,X,X,cdf,biel
3785,2018-1--20,zuerichstrasse-leugene-1,glechoma-hederacea,2,"('zuerichstrasse-leugene-1', '2018-1--20')",b,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
3786,2018-1--20,zuerichstrasse-leugene-1,ranunculus-ficaria,2,"('zuerichstrasse-leugene-1', '2018-1--20')",b,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3787,2018-1--20,zuerichstrasse-leugene-1,veronica-persica,2,"('zuerichstrasse-leugene-1', '2018-1--20')",b,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3788,2018-1--20,zuerichstrasse-leugene-1,veronica-hederifolia,2,"('zuerichstrasse-leugene-1', '2018-1--20')",b,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
3789,2018-1--20,zuerichstrasse-leugene-1,cardamine-hirsuta,2,"('zuerichstrasse-leugene-1', '2018-1--20')",b,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
3790,2018-1--20,zuerichstrasse-leugene-1,erophila-verna,2,"('zuerichstrasse-leugene-1', '2018-1--20')",b,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3791,2018-1--20,zuerichstrasse-leugene-1,lamium-purpureum,2,"('zuerichstrasse-leugene-1', '2018-1--20')",b,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
3792,2018-1--20,zuerichstrasse-leugene-1,salix-caprea,2,"('zuerichstrasse-leugene-1', '2018-1--20')",b,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel
3793,2018-1--20,zuerichstrasse-leugene-1,primula-acaulis,2,"('zuerichstrasse-leugene-1', '2018-1--20')",b,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel
3794,2018-1--20,zuerichstrasse-leugene-1,alnus-glutinosa,2,"('zuerichstrasse-leugene-1', '2018-1--20')",b,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,zuerichstrasse-leugene-1,LC,LC,LC,Betulaceae,X,X,X,X,X,X,X,cdf,biel
3795,2018-1--20,bifangmattenweg-leugene-1,tussilago-farfara,2,"('bifangmattenweg-leugene-1', '2018-1--20')",c,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
3796,2018-1--20,bifangmattenweg-leugene-1,cornus-mas,2,"('bifangmattenweg-leugene-1', '2018-1--20')",c,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,LC,NT,NT,Cornaceae,X,X,X,X,X,X,X,cdf,biel
3797,2018-1--20,bifangmattenweg-leugene-1,glechoma-hederacea,2,"('bifangmattenweg-leugene-1', '2018-1--20')",c,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
3798,2018-1--20,bifangmattenweg-leugene-1,ranunculus-ficaria,2,"('bifangmattenweg-leugene-1', '2018-1--20')",c,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3799,2018-1--20,bifangmattenweg-leugene-1,veronica-persica,2,"('bifangmattenweg-leugene-1', '2018-1--20')",c,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3800,2018-1--20,bifangmattenweg-leugene-1,veronica-hederifolia,2,"('bifangmattenweg-leugene-1', '2018-1--20')",c,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
3801,2018-1--20,bifangmattenweg-leugene-1,cardamine-hirsuta,2,"('bifangmattenweg-leugene-1', '2018-1--20')",c,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
3802,2018-1--20,bifangmattenweg-leugene-1,erophila-verna,2,"('bifangmattenweg-leugene-1', '2018-1--20')",c,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
3803,2018-1--20,bifangmattenweg-leugene-1,lamium-purpureum,2,"('bifangmattenweg-leugene-1', '2018-1--20')",c,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
3804,2018-1--20,bifangmattenweg-leugene-1,salix-caprea,2,"('bifangmattenweg-leugene-1', '2018-1--20')",c,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel
3805,2018-1--20,bifangmattenweg-leugene-1,primula-acaulis,2,"('bifangmattenweg-leugene-1', '2018-1--20')",c,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,bifangmattenweg-leugene-1,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel
3806,2018-1--20,bifangmattenweg-forest-1,pulmonaria-obscura,2,"('bifangmattenweg-forest-1', '2018-1--20')",c,bifangmattenweg-forest-1,bifangmattenweg-forest-1,bifangmattenweg-forest-1,LC,LC,LC,Boraginaceae,X,X,X,X,X,X,X,X,biel
3807,2018-1--20,bifangmattenweg-forest-1,anemone-nemorosa,2,"('bifangmattenweg-forest-1', '2018-1--20')",c,bifangmattenweg-forest-1,bifangmattenweg-forest-1,bifangmattenweg-forest-1,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3808,2018-1--20,bifangmattenweg-forest-1,lamium-purpureum,2,"('bifangmattenweg-forest-1', '2018-1--20')",c,bifangmattenweg-forest-1,bifangmattenweg-forest-1,bifangmattenweg-forest-1,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
3809,2018-1--20,bifangmattenweg-forest-1,salix-caprea,2,"('bifangmattenweg-forest-1', '2018-1--20')",c,bifangmattenweg-forest-1,bifangmattenweg-forest-1,bifangmattenweg-forest-1,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel
3810,2016-1--20,Nidau-buren-kanal-5,ranunculus-ficaria,2,"('Nidau-buren-kanal-5', '2016-1--20')",c,Nidau-buren-kanal-5,nidau-buren-kanal-5,nidau-buren-kanal-5,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3811,2016-1--20,Nidau-buren-kanal-5,cornus-mas,2,"('Nidau-buren-kanal-5', '2016-1--20')",c,Nidau-buren-kanal-5,nidau-buren-kanal-5,nidau-buren-kanal-5,LC,NT,NT,Cornaceae,X,X,X,X,X,X,X,cdf,biel
3812,2016-1--20,Nidau-buren-kanal-5,cardamine-hirsuta,2,"('Nidau-buren-kanal-5', '2016-1--20')",c,Nidau-buren-kanal-5,nidau-buren-kanal-5,nidau-buren-kanal-5,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
3813,2016-1--20,Nidau-buren-kanal-5,veronica-persica,2,"('Nidau-buren-kanal-5', '2016-1--20')",c,Nidau-buren-kanal-5,nidau-buren-kanal-5,nidau-buren-kanal-5,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3814,2016-1--20,Nidau-buren-kanal-5,lamium-purpureum,2,"('Nidau-buren-kanal-5', '2016-1--20')",c,Nidau-buren-kanal-5,nidau-buren-kanal-5,nidau-buren-kanal-5,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
3815,2016-1--20,Nidau-buren-kanal-5,glechoma-hederacea,2,"('Nidau-buren-kanal-5', '2016-1--20')",c,Nidau-buren-kanal-5,nidau-buren-kanal-5,nidau-buren-kanal-5,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
3816,2016-1--20,Nidau-buren-kanal-6,ranunculus-ficaria,2,"('Nidau-buren-kanal-6', '2016-1--20')",b,Nidau-buren-kanal-6,nidau-buren-kanal-6,nidau-buren-kanal-6,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
3817,2016-1--20,Nidau-buren-kanal-6,cornus-mas,2,"('Nidau-buren-kanal-6', '2016-1--20')",b,Nidau-buren-kanal-6,nidau-buren-kanal-6,nidau-buren-kanal-6,LC,NT,NT,Cornaceae,X,X,X,X,X,X,X,cdf,biel
3818,2016-1--20,Nidau-buren-kanal-6,cardamine-hirsuta,2,"('Nidau-buren-kanal-6', '2016-1--20')",b,Nidau-buren-kanal-6,nidau-buren-kanal-6,nidau-buren-kanal-6,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
3819,2016-1--20,Nidau-buren-kanal-6,veronica-persica,2,"('Nidau-buren-kanal-6', '2016-1--20')",b,Nidau-buren-kanal-6,nidau-buren-kanal-6,nidau-buren-kanal-6,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
3820,2016-1--20,Nidau-buren-kanal-6,lamium-purpureum,2,"('Nidau-buren-kanal-6', '2016-1--20')",b,Nidau-buren-kanal-6,nidau-buren-kanal-6,nidau-buren-kanal-6,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
3821,2016-1--20,Nidau-buren-kanal-6,glechoma-hederacea,2,"('Nidau-buren-kanal-6', '2016-1--20')",b,Nidau-buren-kanal-6,nidau-buren-kanal-6,nidau-buren-kanal-6,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
3822,2016-1--20,Nidau-buren-kanal-6,galanthus-nivalis,2,"('Nidau-buren-kanal-6', '2016-1--20')",b,Nidau-buren-kanal-6,nidau-buren-kanal-6,nidau-buren-kanal-6,LC,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel
